time,measurement_value
2025-02-17T00:00:00Z,2189.105
2025-02-17T00:01:00Z,2171.4449999999997
2025-02-17T00:02:00Z,2157.6600000000003
2025-02-17T00:03:00Z,2143.2475
2025-02-17T00:04:00Z,2129.8275000000003
2025-02-17T00:05:00Z,2111.75
2025-02-17T00:06:00Z,2094.6625
2025-02-17T00:07:00Z,2073.0125000000003
2025-02-17T00:08:00Z,2054.25
2025-02-17T00:09:00Z,2039.6950000000002
2025-02-17T00:10:00Z,2022.925
2025-02-17T00:11:00Z,2007.175
2025-02-17T00:12:00Z,1989.9099999999999
2025-02-17T00:13:00Z,1968.3600000000001
2025-02-17T00:14:00Z,1949.155
2025-02-17T00:15:00Z,1932.745
2025-02-17T00:16:00Z,1914.3725
2025-02-17T00:17:00Z,1896.1924999999999
2025-02-17T00:18:00Z,1879.7549999999999
2025-02-17T00:19:00Z,1860.5549999999998
2025-02-17T00:20:00Z,1841.2350000000001
2025-02-17T00:21:00Z,1825.19
2025-02-17T00:22:00Z,1807.48
2025-02-17T00:23:00Z,1787.6875
2025-02-17T00:24:00Z,1767.7775000000001
2025-02-17T00:25:00Z,1747.2300000000002
2025-02-17T00:26:00Z,1727.5575000000001
2025-02-17T00:27:00Z,1710.5349999999999
2025-02-17T00:28:00Z,1691.0425
2025-02-17T00:29:00Z,1669.7325
2025-02-17T00:30:00Z,1649.6750000000002
2025-02-17T00:31:00Z,1631.8825
2025-02-17T00:32:00Z,1613.1174999999998
2025-02-17T00:33:00Z,1597.8
2025-02-17T00:34:00Z,1582.1775
2025-02-17T00:35:00Z,1563.9575
2025-02-17T00:36:00Z,1550.5025
2025-02-17T00:37:00Z,1535.6575
2025-02-17T00:38:00Z,1519.565
2025-02-17T00:39:00Z,1506.9625
2025-02-17T00:40:00Z,1495.7224999999999
2025-02-17T00:41:00Z,1486.1575
2025-02-17T00:42:00Z,1477.4475000000002
2025-02-17T00:43:00Z,1467.7125
2025-02-17T00:44:00Z,1456.525
2025-02-17T00:45:00Z,1444.2350000000001
2025-02-17T00:46:00Z,1433.6924999999999
2025-02-17T00:47:00Z,1418.885
2025-02-17T00:48:00Z,1402.27
2025-02-17T00:49:00Z,1390.5324999999998
2025-02-17T00:50:00Z,1380.4375
2025-02-17T00:51:00Z,1367.6299999999999
2025-02-17T00:52:00Z,1359.1225
2025-02-17T00:53:00Z,1350.1174999999998
2025-02-17T00:54:00Z,1343.6675
2025-02-17T00:55:00Z,1336.3374999999999
2025-02-17T00:56:00Z,1330.92
2025-02-17T00:57:00Z,1321.435
2025-02-17T00:58:00Z,1313.9025000000001
2025-02-17T00:59:00Z,1306.7475
2025-02-17T01:00:00Z,1297.955
2025-02-17T01:01:00Z,1290.9075
2025-02-17T01:02:00Z,1285.2424999999998
2025-02-17T01:03:00Z,1277.44
2025-02-17T01:04:00Z,1269.385
2025-02-17T01:05:00Z,1261.2775
2025-02-17T01:06:00Z,1254.655
2025-02-17T01:07:00Z,1247.9225000000001
2025-02-17T01:08:00Z,1242.56
2025-02-17T01:09:00Z,1236.8075
2025-02-17T01:10:00Z,1232.4675
2025-02-17T01:11:00Z,1228.6725000000001
2025-02-17T01:12:00Z,1223.5
2025-02-17T01:13:00Z,1216.54
2025-02-17T01:14:00Z,1211.1374999999998
2025-02-17T01:15:00Z,1205.075
2025-02-17T01:16:00Z,1200.245
2025-02-17T01:17:00Z,1194.09
2025-02-17T01:18:00Z,1188.91
2025-02-17T01:19:00Z,1181.7675
2025-02-17T01:20:00Z,1175.835
2025-02-17T01:21:00Z,1172.675
2025-02-17T01:22:00Z,1169.7749999999999
2025-02-17T01:23:00Z,1168.255
2025-02-17T01:24:00Z,1164.81
2025-02-17T01:25:00Z,1161.1425
2025-02-17T01:26:00Z,1156.2425
2025-02-17T01:27:00Z,1151.8225
2025-02-17T01:28:00Z,1146.69
2025-02-17T01:29:00Z,1144.2649999999999
2025-02-17T01:30:00Z,1141.72
2025-02-17T01:31:00Z,1138.935
2025-02-17T01:32:00Z,1137.5375
2025-02-17T01:33:00Z,1136.3849999999998
2025-02-17T01:34:00Z,1133.9875
2025-02-17T01:35:00Z,1132.1299999999999
2025-02-17T01:36:00Z,1132.8474999999999
2025-02-17T01:37:00Z,1130.77
2025-02-17T01:38:00Z,1129.4099999999999
2025-02-17T01:39:00Z,1126.505
2025-02-17T01:40:00Z,1121.2624999999998
2025-02-17T01:41:00Z,1115.5575
2025-02-17T01:42:00Z,1108.1575
2025-02-17T01:43:00Z,1101.9825
2025-02-17T01:44:00Z,1095.9975
2025-02-17T01:45:00Z,1091.1924999999999
2025-02-17T01:46:00Z,1086.6399999999999
2025-02-17T01:47:00Z,1081.5249999999999
2025-02-17T01:48:00Z,1076.4675
2025-02-17T01:49:00Z,1071.6475
2025-02-17T01:50:00Z,1064.28
